Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Anton Forsberg, Healthy, Ott, G, BOWS, Tor, W 3-2, 1, 1, 0, 2, 46, 0, 7.6
Elvis Merzlikins, Healthy, Cls, G, BOWS, Ari, W 8-2, 1, 1, 0, 2, 36, 0, 6.6
Craig Anderson, DTD, Buf, G, FA, Mon, W 5-1, 1, 1, 0, 1, 30, 0, 6.5
Sergei Bobrovsky, Healthy, Fla, G, SALT, Pit, W 5-4, 1, 1, 0, 4, 43, 0, 6.3
Cal Petersen, Healthy, LA, G, FA, VGK, W 6-2, 1, 1, 0, 2, 23, 0, 5.3
Philipp Grubauer, Healthy, Sea, G, FA, @Nsh, W 4-3, 1, 1, 0, 3, 27, 0, 5.2
Frederik Andersen, DTD, Car, G, HERB, NYI, W 6-3, 1, 1, 0, 3, 25, 0, 5.0
Anton Khudobin, O, Dal, G, FA, @NYR, W 3-2, 0, 1, 0, 0, 6, 0, 4.6
Andrei Vasilevskiy, Healthy, TB, G, LKR, @Det, W 7-6, 1, 1, 0, 6, 20, 0, 3.0
Braden Holtby, IR, Dal, G, FA, @NYR, W 3-2, 1, 0, 0, 2, 25, 0, 1.5
Jack Campbell, Healthy, Tor, G, OXP, @Ott, L 2-3, 0, 0, 0, 0, 10, 0, 1.0
Casey DeSmith, Healthy, Pit, G, FA, @Fla, L 4-5, 1, 0, 0, 5, 34, 0, 0.9
Igor Shesterkin, Healthy, NYR, G, DINK, Dal, L 2-3, 1, 0, 0, 3, 23, 0, 0.8
Alex Nedeljkovic, Healthy, Det, G, FA, TB, L 6-7, 1, 0, 0, 7, 41, 0, 0.6
Laurent Brossoit, IR, VGK, G, FA, @LA, L 2-6, 0, 0, 0, 2, 14, 0, 0.4
Tristan Jarry, O, Pit, G, DINK, @Fla, L 4-5, 0, 0, 0, 0, 0, 0, --
Ilya Sorokin, Healthy, NYI, G, CLB, @Car, L 3-6, 1, 0, 1, 5, 35, 0, 0.0
Jake Oettinger, Healthy, Dal, G, HERB, @NYR, W 3-2, 0, 0, 0, 0, 0, 0, --
Semyon Varlamov, Healthy, NYI, G, FA, @Car, L 3-6, 0, 0, 0, 0, 0, 0, --
Spencer Knight, Healthy, Fla, G, BBS, Pit, W 5-4, 0, 0, 0, 0, 0, 0, --
Carey Price, O, Mon, G, LKR, @Buf, L 1-5, 0, 0, 0, 0, 0, 0, --
Jonathan Quick, Healthy, LA, G, FA, VGK, W 6-2, 0, 0, 0, 0, 0, 0, --
Antti Raanta, Healthy, Car, G, FA, NYI, W 6-3, 0, 0, 0, 0, 0, 0, --
Alexandar Georgiev, Healthy, NYR, G, NBUS, Dal, L 2-3, 0, 0, 0, 0, 0, 0, --
Chris Driedger, Healthy, Sea, G, FA, @Nsh, W 4-3, 0, 0, 0, 0, 0, 0, --
Logan Thompson, Healthy, VGK, G, FA, @LA, L 2-6, 0, 0, 0, 0, 0, 0, --
Ben Bishop, IR, Dal, G, FA, @NYR, W 3-2, 0, 0, 0, 0, 0, 0, --
Jake Allen, O, Mon, G, FA, @Buf, L 1-5, 0, 0, 0, 0, 0, 0, --
Thomas Greiss, Healthy, Det, G, FA, TB, L 6-7, 0, 0, 0, 0, 0, 0, --
Brian Elliott, Healthy, TB, G, FA, @Det, W 7-6, 0, 0, 0, 0, 0, 0, --
Dustin Tokarski, Healthy, Buf, G, FA, Mon, W 5-1, 0, 0, 0, 0, 0, 0, --
Matt Murray, IR, Ott, G, FA, Tor, W 3-2, 0, 0, 0, 0, 0, 0, --
David Rittich, Healthy, Nsh, G, FA, Sea, L 3-4, 0, 0, 0, 0, 0, 0, --
Louis Domingue, Healthy, Pit, G, FA, @Fla, L 4-5, 0, 0, 0, 0, 0, 0, --
Joonas Korpisalo, O, Cls, G, FA, Ari, W 8-2, 0, 0, 0, 0, 0, 0, --
Filip Gustavsson, Healthy, Ott, G, FA, Tor, W 3-2, 0, 0, 0, 0, 0, 0, --
Ukko-Pekka Luukkonen, Healthy, Buf, G, FA, Mon, W 5-1, 0, 0, 0, 0, 0, 0, --
Kasimir Kaskisuo, Healthy, Nsh, G, FA, Sea, L 3-4, 0, 0, 0, 0, 0, 0, --
Aaron Dell, Healthy, Buf, G, FA, Mon, W 5-1, 0, 0, 0, 0, 0, 0, --
Curtis McElhinney, Healthy, TB, G, FA, @Det, W 7-6, 0, 0, 0, 0, 0, 0, --
Pekka Rinne, Healthy, Nsh, G, FA, Sea, L 3-4, 0, 0, 0, 0, 0, 0, --
Yaroslav Askarov, Healthy, Nsh, G, FA, Sea, L 3-4, 0, 0, 0, 0, 0, 0, --
Marcus Hogberg, O, Ott, G, FA, Tor, W 3-2, 0, 0, 0, 0, 0, 0, --
Josef Korenar, Healthy, Ari, G, FA, @Cls, L 2-8, 0, 0, 0, 0, 0, 0, --
Cayden Primeau, Healthy, Mon, G, FA, @Buf, L 1-5, 0, 0, 0, 0, 0, 0, --
Keith Kinkaid, Healthy, NYR, G, FA, Dal, L 2-3, 0, 0, 0, 0, 0, 0, --
Joey Daccord, Healthy, Sea, G, FA, @Nsh, W 4-3, 0, 0, 0, 0, 0, 0, --
Michael Houser, Healthy, Buf, G, FA, Mon, W 5-1, 0, 0, 0, 0, 0, 0, --
Jimmy Howard, Healthy, Det, G, FA, TB, L 6-7, 0, 0, 0, 0, 0, 0, --
Christopher Gibson, Healthy, Fla, G, FA, Pit, W 5-4, 0, 0, 0, 0, 0, 0, --
Cory Schneider, Healthy, NYI, G, FA, @Car, L 3-6, 0, 0, 0, 0, 0, 0, --
Ivan Prosvetov, Healthy, Ari, G, FA, @Cls, L 2-8, 0, 0, 0, 0, 0, 0, --
Alex Lyon, Healthy, Car, G, FA, NYI, W 6-3, 0, 0, 0, 0, 0, 0, --
Michael Hutchinson, Healthy, Tor, G, FA, @Ott, L 2-3, 0, 0, 0, 0, 0, 0, --
Maxime Lagace, Healthy, TB, G, FA, @Det, W 7-6, 0, 0, 0, 0, 0, 0, --
Garret Sparks, Healthy, LA, G, FA, VGK, W 6-2, 0, 0, 0, 0, 0, 0, --
Veini Vehvilainen, Healthy, Tor, G, FA, @Ott, L 2-3, 0, 0, 0, 0, 0, 0, --
Oscar Dansk, Healthy, VGK, G, FA, @LA, L 2-6, 0, 0, 0, 0, 0, 0, --
Mike Condon, Healthy, TB, G, FA, @Det, W 7-6, 0, 0, 0, 0, 0, 0, --
Danny Taylor, O, Ott, G, FA, Tor, W 3-2, 0, 0, 0, 0, 0, 0, --
Antoine Bibeau, Healthy, Sea, G, FA, @Nsh, W 4-3, 0, 0, 0, 0, 0, 0, --
Kenneth Appleby, Healthy, NYI, G, FA, @Car, L 3-6, 0, 0, 0, 0, 0, 0, --
Antti Niemi, Healthy, Mon, G, FA, @Buf, L 1-5, 0, 0, 0, 0, 0, 0, --
Calvin Pickard, DTD, Det, G, FA, TB, L 6-7, 0, 0, 0, 0, 0, 0, --
Kevin Boyle, Healthy, Det, G, FA, TB, L 6-7, 0, 0, 0, 0, 0, 0, --
Kaden Fulcher, Healthy, Det, G, FA, TB, L 6-7, 0, 0, 0, 0, 0, 0, --
Anders Nilsson, Healthy, TB, G, FA, @Det, W 7-6, 0, 0, 0, 0, 0, 0, --
Jared Coreau, Healthy, NYI, G, FA, @Car, L 3-6, 0, 0, 0, 0, 0, 0, --
Landon Bow, Healthy, Dal, G, FA, @NYR, W 3-2, 0, 0, 0, 0, 0, 0, --
Petr Mrazek, IR, Tor, G, FA, @Ott, L 2-3, 1, 0, 1, 3, 23, 0, -0.2
Juuse Saros, O, Nsh, G, BOWS, Sea, L 3-4, 1, 0, 1, 3, 22, 0, -0.3
Robin Lehner, O, VGK, G, ME, @LA, L 2-6, 1, 0, 1, 4, 27, 0, -0.3
Sam Montembeault, Healthy, Mon, G, FA, @Buf, L 1-5, 1, 0, 1, 5, 31, 0, -0.4
Carter Hutton, Healthy, Tor, G, FA, @Ott, L 2-3, 1, 0, 1, 8, 18, 0, -3.2
Darcy Kuemper, Healthy, Col, G, SALT, --, --, 0, 0, 0, 0, 0, 0, --
Jacob Markstrom, Healthy, Cgy, G, DINK, --, --, 0, 0, 0, 0, 0, 0, --
