Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Alex Nedeljkovic, Healthy, Det, G, FA, @Car, W 3-0, 1, 1, 0, 0, 46, 1, 10.6
Mike Smith, Healthy, Edm, G, LKR, @Nsh, W 4-0, 1, 1, 0, 0, 30, 1, 9.0
Anton Forsberg, Healthy, Ott, G, BOWS, @Bos, W 3-2, 1, 1, 0, 2, 40, 0, 7.0
Logan Thompson, Healthy, VGK, G, FA, @Cgy, W 6-1, 1, 1, 0, 1, 35, 0, 7.0
Jordan Binnington, Healthy, StL, G, FA, @Buf, W 6-2, 1, 1, 0, 2, 35, 0, 6.5
Marc-Andre Fleury, Healthy, Min, G, SALT, @Dal, W 3-2, 1, 1, 0, 2, 34, 0, 6.4
Tristan Jarry, O, Pit, G, DINK, NYI, W 6-3, 1, 1, 0, 3, 36, 0, 6.1
Pavel Francouz, Healthy, Col, G, DINK, NJ, W 3-1, 1, 1, 0, 1, 26, 0, 6.1
Thatcher Demko, DTD, Van, G, BOWS, Ari, W 7-1, 1, 1, 0, 1, 21, 0, 5.6
Kevin Lankinen, Healthy, Chi, G, NBUS, SJ, W 5-4, 1, 1, 0, 4, 33, 0, 5.3
Brian Elliott, Healthy, TB, G, FA, Ana, W 4-3, 0, 1, 0, 0, 13, 0, 5.3
Jack Campbell, Healthy, Tor, G, OXP, Wsh, W 7-3, 1, 1, 0, 3, 22, 0, 4.7
Scott Wedgewood, Healthy, Dal, G, FA, Min, L 2-3, 1, 0, 0, 3, 24, 0, 0.9
James Reimer, Healthy, SJ, G, OXP, @Chi, L 4-5, 1, 0, 0, 4, 28, 0, 0.8
Linus Ullmark, Healthy, Bos, G, CLB, Ott, L 2-3, 1, 0, 0, 0, 8, 0, 0.8
Anthony Stolarz, Healthy, Ana, G, FA, @TB, L 3-4, 1, 0, 0, 4, 27, 0, 0.7
Andrew Hammond, Healthy, NJ, G, FA, @Col, L 1-3, 1, 0, 1, 3, 27, 0, 0.2
Darcy Kuemper, Healthy, Col, G, SALT, NJ, W 3-1, 0, 0, 0, 0, 0, 0, --
Cam Talbot, Healthy, Min, G, HERB, @Dal, W 3-2, 0, 0, 0, 0, 0, 0, --
Frederik Andersen, DTD, Car, G, HERB, Det, L 0-3, 0, 0, 0, 0, 0, 0, --
Robin Lehner, O, VGK, G, ME, @Cgy, W 6-1, 0, 0, 0, 0, 0, 0, --
Ville Husso, Healthy, StL, G, BBS, @Buf, W 6-2, 0, 0, 0, 0, 0, 0, --
Jake Oettinger, Healthy, Dal, G, HERB, Min, L 2-3, 0, 0, 0, 0, 0, 0, --
Semyon Varlamov, Healthy, NYI, G, FA, @Pit, L 3-6, 0, 0, 0, 0, 0, 0, --
John Gibson, Healthy, Ana, G, ME, @TB, L 3-4, 0, 0, 0, 0, 0, 0, --
Mackenzie Blackwood, Healthy, NJ, G, FA, @Col, L 1-3, 0, 0, 0, 0, 0, 0, --
Adin Hill, O, SJ, G, FA, @Chi, L 4-5, 0, 0, 0, 0, 0, 0, --
Mikko Koskinen, Healthy, Edm, G, ME, @Nsh, W 4-0, 0, 0, 0, 0, 0, 0, --
