Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Robin Lehner, O, VGK, G, ME, @Wsh, W 1-0, 1, 1, 0, 0, 34, 1, 9.4
Pavel Francouz, Healthy, Col, G, DINK, Chi, W 2-0, 1, 1, 0, 0, 24, 1, 8.4
Igor Shesterkin, Healthy, NYR, G, DINK, LA, W 3-2, 1, 1, 0, 2, 34, 0, 6.4
Jake Oettinger, Healthy, Dal, G, HERB, @Phi, W 3-1, 1, 1, 0, 1, 27, 0, 6.2
Jacob Markstrom, Healthy, Cgy, G, DINK, StL, W 7-1, 1, 1, 0, 1, 20, 0, 5.5
Cam Talbot, Healthy, Min, G, HERB, Mon, W 8-2, 1, 1, 0, 1, 14, 0, 4.9
John Gibson, Healthy, Ana, G, ME, @Bos, W 5-3, 1, 1, 0, 3, 23, 0, 4.8
Jonathan Quick, Healthy, LA, G, FA, @NYR, L 2-3, 1, 0, 0, 2, 28, 0, 1.8
Carter Hart, O, Phi, G, FA, Dal, L 1-3, 1, 0, 1, 2, 33, 0, 1.3
Vitek Vanecek, Healthy, Wsh, G, FA, VGK, L 0-1, 1, 0, 1, 1, 28, 0, 1.3
Ville Husso, Healthy, StL, G, BBS, @Cgy, L 1-7, 0, 0, 0, 0, 13, 0, 1.3
Marc-Andre Fleury, Healthy, Min, G, SALT, Mon, W 8-2, 1, 0, 1, 2, 27, 0, 0.7
Darcy Kuemper, Healthy, Col, G, SALT, Chi, W 2-0, 0, 0, 0, 0, 0, 0, --
Linus Ullmark, Healthy, Bos, G, CLB, Ana, L 3-5, 0, 0, 0, 0, 0, 0, --
Ilya Samsonov, Healthy, Wsh, G, FA, VGK, L 0-1, 0, 0, 0, 0, 0, 0, --
Jeremy Swayman, Healthy, Bos, G, BBS, Ana, L 3-5, 0, 0, 0, 0, 0, 0, --
Carey Price, O, Mon, G, LKR, @Min, L 2-8, 0, 0, 0, 0, 0, 0, --
Cal Petersen, Healthy, LA, G, FA, @NYR, L 2-3, 0, 0, 0, 0, 0, 0, --
Kevin Lankinen, Healthy, Chi, G, NBUS, @Col, L 0-2, 0, 0, 0, 0, 0, 0, --
Braden Holtby, IR, Dal, G, FA, @Phi, W 3-1, 0, 0, 0, 0, 0, 0, --
Alexandar Georgiev, Healthy, NYR, G, NBUS, LA, W 3-2, 0, 0, 0, 0, 0, 0, --
Kaapo Kahkonen, Healthy, SJ, G, FA, --, --, 0, 0, 0, 1, 5, 0, 0.0
Logan Thompson, Healthy, VGK, G, FA, @Wsh, W 1-0, 0, 0, 0, 0, 0, 0, --
Ben Bishop, IR, Dal, G, FA, @Phi, W 3-1, 0, 0, 0, 0, 0, 0, --
Jake Allen, O, Mon, G, FA, @Min, L 2-8, 0, 0, 0, 0, 0, 0, --
