Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Marc-Andre Fleury, Healthy, Min, G, SALT, @SJ, W 5-2, 1, 1, 0, 0, 30, 1, 9.0
Jonathan Quick, Healthy, LA, G, FA, Dal, W 4-0, 1, 1, 0, 0, 27, 1, 8.7
Connor Hellebuyck, Healthy, Wpg, G, ME, @Sea, W 3-0, 1, 1, 0, 0, 25, 1, 8.5
Linus Ullmark, Healthy, Bos, G, CLB, @Edm, W 3-2, 1, 1, 0, 2, 41, 0, 7.1
John Gibson, Healthy, Ana, G, ME, @Cls, W 2-1, 1, 1, 0, 1, 33, 0, 6.8
Cam Talbot, Healthy, Min, G, HERB, @SJ, W 5-2, 1, 1, 0, 2, 33, 0, 6.3
Frederik Andersen, DTD, Car, G, HERB, @Cgy, W 2-1, 1, 1, 0, 1, 26, 0, 6.1
Andrei Vasilevskiy, Healthy, TB, G, LKR, @Tor, W 5-3, 1, 1, 0, 3, 35, 0, 6.0
Charlie Lindgren, Healthy, StL, G, FA, Det, W 6-2, 1, 1, 0, 2, 29, 0, 5.9
David Rittich, Healthy, Nsh, G, FA, @NYI, W 4-3, 1, 1, 0, 3, 18, 0, 4.3
Elvis Merzlikins, Healthy, Cls, G, BOWS, Ana, L 1-2, 1, 0, 0, 1, 25, 0, 2.0
Jake Oettinger, Healthy, Dal, G, HERB, @LA, L 0-4, 1, 0, 1, 2, 37, 0, 1.7
Jacob Markstrom, Healthy, Cgy, G, DINK, Car, L 1-2, 1, 0, 0, 2, 24, 0, 1.4
Philipp Grubauer, Healthy, Sea, G, FA, Wpg, L 0-3, 1, 0, 1, 3, 30, 0, 0.5
Jake Allen, O, Mon, G, FA, Chi, L 0-2, 1, 0, 1, 2, 23, 0, 0.3
Stuart Skinner, Healthy, Edm, G, FA, Bos, L 2-3, 1, 0, 1, 3, 27, 0, 0.2
Juuse Saros, O, Nsh, G, BOWS, @NYI, W 4-3, 0, 0, 0, 0, 0, 0, --
Ilya Sorokin, Healthy, NYI, G, CLB, Nsh, L 3-4, 0, 0, 0, 0, 0, 0, --
Mike Smith, Healthy, Edm, G, LKR, Bos, L 2-3, 0, 0, 0, 0, 0, 0, --
Jordan Binnington, Healthy, StL, G, FA, Det, W 6-2, 0, 0, 0, 0, 0, 0, --
Ville Husso, Healthy, StL, G, BBS, Det, W 6-2, 0, 0, 0, 0, 0, 0, --
Jeremy Swayman, Healthy, Bos, G, BBS, @Edm, W 3-2, 0, 0, 0, 0, 0, 0, --
Carey Price, O, Mon, G, LKR, Chi, L 0-2, 0, 0, 0, 0, 0, 0, --
Mikko Koskinen, Healthy, Edm, G, ME, Bos, L 2-3, 0, 0, 0, 0, 0, 0, --
James Reimer, Healthy, SJ, G, OXP, Min, L 2-5, 0, 0, 0, 0, 0, 0, --
Antti Raanta, Healthy, Car, G, FA, @Cgy, W 2-1, 0, 0, 0, 0, 0, 0, --
Petr Mrazek, IR, Tor, G, FA, TB, L 3-5, 0, 0, 0, 0, 0, 0, --
Cal Petersen, Healthy, LA, G, FA, Dal, W 4-0, 0, 0, 0, 0, 0, 0, --
Kevin Lankinen, Healthy, Chi, G, NBUS, @Mon, W 2-0, 0, 0, 0, 0, 0, 0, --
Braden Holtby, IR, Dal, G, FA, @LA, L 0-4, 0, 0, 0, 0, 0, 0, --
Chris Driedger, Healthy, Sea, G, FA, Wpg, L 0-3, 0, 0, 0, 0, 0, 0, --
Tuukka Rask, O, Bos, G, FA, @Edm, W 3-2, 0, 0, 0, 0, 0, 0, --
Kaapo Kahkonen, Healthy, SJ, G, FA, Min, L 2-5, 0, 0, 0, 0, 0, 0, --
Ben Bishop, IR, Dal, G, FA, @LA, L 0-4, 0, 0, 0, 0, 0, 0, --
Anton Khudobin, O, Dal, G, FA, @LA, L 0-4, 0, 0, 0, 0, 0, 0, --
Dan Vladar, Healthy, Cgy, G, BBS, Car, L 1-2, 0, 0, 0, 0, 0, 0, --
Anthony Stolarz, Healthy, Ana, G, FA, @Cls, W 2-1, 0, 0, 0, 0, 0, 0, --
Brian Elliott, Healthy, TB, G, FA, @Tor, W 5-3, 0, 0, 0, 0, 0, 0, --
Sam Montembeault, Healthy, Mon, G, FA, Chi, L 0-2, 0, 0, 0, 0, 0, 0, --
Joonas Korpisalo, O, Cls, G, FA, Ana, L 1-2, 0, 0, 0, 0, 0, 0, --
Eric Comrie, Healthy, Wpg, G, FA, @Sea, W 3-0, 0, 0, 0, 0, 0, 0, --
Andrew Hammond, Healthy, NJ, G, FA, --, --, 0, 0, 0, 0, 0, 0, --
Kasimir Kaskisuo, Healthy, Nsh, G, FA, @NYI, W 4-3, 0, 0, 0, 0, 0, 0, --
Curtis McElhinney, Healthy, TB, G, FA, @Tor, W 5-3, 0, 0, 0, 0, 0, 0, --
Pekka Rinne, Healthy, Nsh, G, FA, @NYI, W 4-3, 0, 0, 0, 0, 0, 0, --
Yaroslav Askarov, Healthy, Nsh, G, FA, @NYI, W 4-3, 0, 0, 0, 0, 0, 0, --
Joseph Woll, O, Tor, G, FA, TB, L 3-5, 0, 0, 0, 0, 0, 0, --
Jesper Wallstedt, Healthy, Min, G, FA, @SJ, W 5-2, 0, 0, 0, 0, 0, 0, --
Ryan Miller, Healthy, Ana, G, FA, @Cls, W 2-1, 0, 0, 0, 0, 0, 0, --
